MaGiaoDich,NgayThanhToan,ThangThanhToan,DoTuoiThiSinh,TenChungChi,LinhVuc,GiaGoc,PhanTramGiamGia,DoanhThuThucTe,PhuongThucThanhToan,NgayThi,DiemThi,TrangThaiThi
HD00428,2024-05-06,2024-05,17,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Tiền mặt,2024-06-04,530,Không đạt
HD00590,2024-05-06,2024-05,24,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2024-06-03,5.0,Đạt
HD01083,2024-05-06,2024-05,28,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,VNPay,2024-06-02,615,Đạt
HD00167,2024-05-07,2024-05,28,MOS Word,Tin Học,850000,0.15,722500.0,VNPay,2024-05-29,940,Đạt
HD01052,2024-05-07,2024-05,21,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2024-05-23,6.5,Đạt
HD01059,2024-05-07,2024-05,21,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2024-05-22,6.0,Đạt
HD01071,2024-05-07,2024-05,21,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-05-26,570,Đạt
HD00573,2024-05-08,2024-05,19,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-06-04,525,Không đạt
HD00640,2024-05-08,2024-05,23,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-06-06,580,Đạt
HD01082,2024-05-08,2024-05,31,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,Tiền mặt,2024-05-26,6.5,Đạt
HD00254,2024-05-09,2024-05,27,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2024-05-26,6.5,Đạt
HD00631,2024-05-09,2024-05,24,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-05-31,280,Không đạt
HD00844,2024-05-09,2024-05,21,MOS Excel,Tin Học,850000,0,850000,Momo,2024-06-05,1000,Đạt
HD00920,2024-05-09,2024-05,25,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2024-06-08,6.0,Đạt
HD00484,2024-05-10,2024-05,22,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2024-06-08,6.0,Đạt
HD00220,2024-05-11,2024-05,22,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,VNPay,2024-06-03,445,Không đạt
HD00327,2024-05-11,2024-05,19,VSTEP,Ngoại Ngữ,1800000,0.1,1620000.0,Tiền mặt,2024-05-27,3.1,Không đạt
HD01294,2024-05-12,2024-05,18,MOS Word,Tin Học,850000,0,850000,VNPay,2024-05-31,827,Đạt
HD00005,2024-05-13,2024-05,25,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,Chuyển khoản,2024-06-04,575,Đạt
HD00602,2024-05-13,2024-05,28,IC3,Tin Học,750000,0,750000,VNPay,2024-06-10,664,Không đạt
HD00468,2024-05-14,2024-05,25,VSTEP,Ngoại Ngữ,1800000,0.15,1530000.0,Tiền mặt,2024-05-31,5.5,Đạt
HD00124,2024-05-15,2024-05,20,MOS Word,Tin Học,850000,0,850000,Tiền mặt,2024-06-14,757,Đạt
HD00414,2024-05-15,2024-05,24,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Tiền mặt,2024-05-30,5.5,Đạt
HD01295,2024-05-15,2024-05,20,IC3,Tin Học,750000,0.2,600000.0,Chuyển khoản,2024-05-30,735,Đạt
HD01302,2024-05-15,2024-05,19,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,Chuyển khoản,2024-05-29,5.0,Đạt
HD01407,2024-05-15,2024-05,21,IELTS,Ngoại Ngữ,4500000,0.15,3825000.0,Tiền mặt,2024-06-03,6.5,Đạt
HD00583,2024-05-16,2024-05,20,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-06-05,485,Không đạt
HD00195,2024-05-17,2024-05,23,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,Momo,2024-06-08,5.5,Đạt
HD01442,2024-05-17,2024-05,22,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-05-31,505,Không đạt
HD00954,2024-05-18,2024-05,21,MOS Word,Tin Học,850000,0.15,722500.0,Momo,2024-06-04,844,Đạt
HD01120,2024-05-18,2024-05,23,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-06-10,610,Đạt
HD00119,2024-05-19,2024-05,25,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-06-03,710,Đạt
HD00448,2024-05-19,2024-05,16,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-06-08,755,Đạt
HD00477,2024-05-19,2024-05,18,TOEIC,Ngoại Ngữ,1200000,0.15,1020000.0,VNPay,2024-06-07,725,Đạt
HD00494,2024-05-19,2024-05,19,IELTS,Ngoại Ngữ,4500000,0.15,3825000.0,VNPay,2024-06-11,6.5,Đạt
HD00930,2024-05-20,2024-05,18,MOS Word,Tin Học,850000,0.1,765000.0,VNPay,2024-06-11,883,Đạt
HD01137,2024-05-20,2024-05,22,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2024-06-16,5.5,Đạt
HD00353,2024-05-21,2024-05,25,MOS Excel,Tin Học,850000,0.1,765000.0,Momo,2024-06-15,699,Không đạt
HD00392,2024-05-22,2024-05,23,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2024-06-19,5.0,Đạt
HD01142,2024-05-22,2024-05,18,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2024-06-10,6.0,Đạt
HD00895,2024-05-23,2024-05,18,VSTEP,Ngoại Ngữ,1800000,0.2,1440000.0,Tiền mặt,2024-06-10,8.5,Đạt
HD00819,2024-05-24,2024-05,24,IC3,Tin Học,750000,0,750000,VNPay,2024-06-20,883,Đạt
HD00906,2024-05-24,2024-05,23,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2024-06-20,4.0,Không đạt
HD01026,2024-05-24,2024-05,18,IELTS,Ngoại Ngữ,4500000,0.15,3825000.0,Tiền mặt,2024-06-17,7.0,Đạt
HD00283,2024-05-25,2024-05,15,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Momo,2024-06-21,665,Đạt
HD01249,2024-05-25,2024-05,22,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,Momo,2024-06-21,7.5,Đạt
HD00676,2024-05-26,2024-05,28,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Momo,2024-06-21,495,Không đạt
HD01018,2024-05-26,2024-05,23,MOS Excel,Tin Học,850000,0.2,680000.0,Momo,2024-06-23,766,Đạt
HD01412,2024-05-26,2024-05,20,MOS Word,Tin Học,850000,0,850000,Momo,2024-06-12,867,Đạt
HD00231,2024-05-27,2024-05,17,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2024-06-10,6.5,Đạt
HD00625,2024-05-28,2024-05,23,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-06-21,720,Đạt
HD00973,2024-05-28,2024-05,26,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2024-06-20,5.0,Đạt
HD01385,2024-05-28,2024-05,18,MOS Excel,Tin Học,850000,0,850000,Momo,2024-06-25,769,Đạt
HD00506,2024-05-30,2024-05,23,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Momo,2024-06-13,5.5,Đạt
HD01086,2024-05-30,2024-05,17,MOS Excel,Tin Học,850000,0.1,765000.0,Tiền mặt,2024-06-21,813,Đạt
HD00655,2024-05-31,2024-05,25,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-06-24,775,Đạt
HD01178,2024-06-01,2024-06,22,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Momo,2024-06-21,505,Không đạt
HD01009,2024-06-02,2024-06,29,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Chuyển khoản,2024-06-25,625,Đạt
HD00008,2024-06-03,2024-06,21,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-06-26,585,Đạt
HD00358,2024-06-03,2024-06,21,MOS Excel,Tin Học,850000,0,850000,Momo,2024-07-03,655,Không đạt
HD00395,2024-06-03,2024-06,21,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-06-23,525,Không đạt
HD00711,2024-06-03,2024-06,25,MOS Excel,Tin Học,850000,0,850000,Chuyển khoản,2024-06-28,833,Đạt
HD00510,2024-06-06,2024-06,24,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Momo,2024-07-03,4.5,Không đạt
HD00991,2024-06-06,2024-06,24,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Momo,2024-07-03,420,Không đạt
HD00407,2024-06-07,2024-06,22,MOS Word,Tin Học,850000,0,850000,Momo,2024-07-02,907,Đạt
HD00702,2024-06-08,2024-06,26,VSTEP,Ngoại Ngữ,1800000,0,1800000,Chuyển khoản,2024-06-25,4.2,Đạt
HD00604,2024-06-10,2024-06,22,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Momo,2024-07-07,5.0,Đạt
HD00686,2024-06-10,2024-06,17,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2024-07-08,7.5,Đạt
HD00803,2024-06-10,2024-06,22,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,Momo,2024-07-07,295,Không đạt
HD00238,2024-06-11,2024-06,20,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Chuyển khoản,2024-06-28,575,Đạt
HD00285,2024-06-11,2024-06,20,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-06-28,650,Đạt
HD00317,2024-06-11,2024-06,24,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-06-25,680,Đạt
HD00430,2024-06-11,2024-06,22,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,Momo,2024-07-06,575,Đạt
HD00586,2024-06-11,2024-06,25,MOS Excel,Tin Học,850000,0.1,765000.0,Tiền mặt,2024-07-09,743,Đạt
HD00731,2024-06-12,2024-06,18,MOS Word,Tin Học,850000,0,850000,VNPay,2024-07-01,886,Đạt
HD00840,2024-06-13,2024-06,18,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,Chuyển khoản,2024-07-02,605,Đạt
HD00497,2024-06-14,2024-06,18,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Chuyển khoản,2024-07-12,760,Đạt
HD00614,2024-06-14,2024-06,17,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2024-07-08,6.0,Đạt
HD00690,2024-06-14,2024-06,20,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,Tiền mặt,2024-07-03,5.5,Đạt
HD00293,2024-06-15,2024-06,25,MOS Excel,Tin Học,850000,0,850000,Tiền mặt,2024-06-29,779,Đạt
HD00425,2024-06-15,2024-06,25,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,VNPay,2024-07-12,570,Đạt
HD00876,2024-06-15,2024-06,17,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-06-29,310,Không đạt
HD01081,2024-06-16,2024-06,24,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,VNPay,2024-07-03,600,Đạt
HD01187,2024-06-16,2024-06,21,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-07-09,625,Đạt
HD01123,2024-06-17,2024-06,22,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2024-07-14,5.5,Đạt
HD01176,2024-06-17,2024-06,21,TOEIC,Ngoại Ngữ,1200000,0.15,1020000.0,Tiền mặt,2024-07-16,685,Đạt
HD01226,2024-06-17,2024-06,17,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-07-04,540,Không đạt
HD01463,2024-06-17,2024-06,16,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Momo,2024-07-02,5.5,Đạt
HD00045,2024-06-18,2024-06,29,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Chuyển khoản,2024-07-14,560,Đạt
HD00585,2024-06-18,2024-06,19,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Momo,2024-07-06,495,Không đạt
HD00635,2024-06-18,2024-06,24,TOEIC,Ngoại Ngữ,1200000,0.15,1020000.0,Chuyển khoản,2024-07-04,535,Không đạt
HD00943,2024-06-19,2024-06,21,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Tiền mặt,2024-07-19,6.5,Đạt
HD00014,2024-06-20,2024-06,26,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2024-07-12,6.0,Đạt
HD00172,2024-06-20,2024-06,15,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2024-07-17,7.0,Đạt
HD00406,2024-06-20,2024-06,19,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,Momo,2024-07-16,6.0,Đạt
HD00543,2024-06-20,2024-06,17,VSTEP,Ngoại Ngữ,1800000,0,1800000,Tiền mặt,2024-07-18,2.2,Không đạt
HD01261,2024-06-20,2024-06,24,MOS Excel,Tin Học,850000,0.15,722500.0,Momo,2024-07-19,863,Đạt
HD00230,2024-06-21,2024-06,27,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-07-09,650,Đạt
HD00961,2024-06-21,2024-06,20,IELTS,Ngoại Ngữ,4500000,0.15,3825000.0,Tiền mặt,2024-07-10,7.5,Đạt
HD01308,2024-06-21,2024-06,27,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-07-07,270,Không đạt
HD00773,2024-06-22,2024-06,17,MOS Word,Tin Học,850000,0,850000,Tiền mặt,2024-07-10,791,Đạt
HD00441,2024-06-23,2024-06,21,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Momo,2024-07-22,5.0,Đạt
HD00567,2024-06-23,2024-06,30,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,VNPay,2024-07-17,7.0,Đạt
HD00647,2024-06-23,2024-06,24,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,Tiền mặt,2024-07-23,610,Đạt
HD01159,2024-06-24,2024-06,31,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2024-07-21,5.5,Đạt
HD00116,2024-06-25,2024-06,24,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-07-17,245,Không đạt
HD00117,2024-06-25,2024-06,15,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-07-12,580,Đạt
HD00461,2024-06-25,2024-06,22,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2024-07-15,4.5,Không đạt
HD00694,2024-06-26,2024-06,19,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2024-07-20,6.0,Đạt
HD01332,2024-06-26,2024-06,16,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-07-12,505,Không đạt
HD00203,2024-06-28,2024-06,26,MOS Word,Tin Học,850000,0.2,680000.0,Chuyển khoản,2024-07-13,774,Đạt
HD00894,2024-06-28,2024-06,22,VSTEP,Ngoại Ngữ,1800000,0,1800000,Chuyển khoản,2024-07-27,4.6,Đạt
HD00294,2024-06-29,2024-06,23,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-07-13,570,Đạt
HD00311,2024-07-01,2024-07,16,TOEIC,Ngoại Ngữ,1200000,0.15,1020000.0,Tiền mặt,2024-07-16,540,Không đạt
HD00777,2024-07-01,2024-07,25,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-07-27,710,Đạt
HD01043,2024-07-01,2024-07,25,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2024-07-22,6.0,Đạt
HD00303,2024-07-02,2024-07,21,TOEIC,Ngoại Ngữ,1200000,0.15,1020000.0,VNPay,2024-07-19,740,Đạt
HD00109,2024-07-03,2024-07,22,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-07-28,920,Đạt
HD00272,2024-07-03,2024-07,16,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2024-07-30,5.5,Đạt
HD00892,2024-07-04,2024-07,26,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-07-22,720,Đạt
HD01482,2024-07-04,2024-07,26,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-07-23,770,Đạt
HD01496,2024-07-04,2024-07,20,MOS Word,Tin Học,850000,0.2,680000.0,VNPay,2024-07-30,880,Đạt
HD00886,2024-07-05,2024-07,23,VSTEP,Ngoại Ngữ,1800000,0,1800000,Momo,2024-08-01,7.7,Đạt
HD00359,2024-07-06,2024-07,19,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2024-07-30,8.5,Đạt
HD00440,2024-07-07,2024-07,16,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-07-24,625,Đạt
HD01118,2024-07-07,2024-07,17,VSTEP,Ngoại Ngữ,1800000,0,1800000,VNPay,2024-07-29,5.0,Đạt
HD01174,2024-07-07,2024-07,15,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-07-28,705,Đạt
HD00576,2024-07-08,2024-07,20,MOS Word,Tin Học,850000,0,850000,VNPay,2024-07-28,644,Không đạt
HD00907,2024-07-10,2024-07,24,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-07-26,675,Đạt
HD01084,2024-07-10,2024-07,20,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Chuyển khoản,2024-07-25,370,Không đạt
HD01223,2024-07-10,2024-07,18,IC3,Tin Học,750000,0,750000,Momo,2024-07-27,702,Đạt
HD00455,2024-07-11,2024-07,22,IC3,Tin Học,750000,0,750000,Momo,2024-07-28,623,Không đạt
HD00862,2024-07-12,2024-07,18,IC3,Tin Học,750000,0,750000,Momo,2024-07-26,882,Đạt
HD01222,2024-07-12,2024-07,24,MOS Excel,Tin Học,850000,0,850000,Tiền mặt,2024-07-28,778,Đạt
HD01423,2024-07-13,2024-07,24,IELTS,Ngoại Ngữ,4500000,0.15,3825000.0,Momo,2024-08-01,5.0,Đạt
HD00082,2024-07-14,2024-07,20,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Chuyển khoản,2024-08-11,620,Đạt
HD00154,2024-07-14,2024-07,20,MOS Word,Tin Học,850000,0.1,765000.0,VNPay,2024-08-06,662,Không đạt
HD00643,2024-07-14,2024-07,16,MOS Excel,Tin Học,850000,0,850000,VNPay,2024-08-10,801,Đạt
HD01189,2024-07-17,2024-07,21,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-08-03,415,Không đạt
HD00199,2024-07-18,2024-07,24,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-08-13,485,Không đạt
HD00663,2024-07-18,2024-07,22,MOS Word,Tin Học,850000,0,850000,Momo,2024-08-08,535,Không đạt
HD00912,2024-07-18,2024-07,27,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,Momo,2024-08-07,4.5,Không đạt
HD01027,2024-07-18,2024-07,26,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-08-16,605,Đạt
HD01432,2024-07-18,2024-07,22,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-08-08,635,Đạt
HD00875,2024-07-21,2024-07,20,MOS Word,Tin Học,850000,0.15,722500.0,Momo,2024-08-11,892,Đạt
HD00453,2024-07-23,2024-07,23,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2024-08-18,5.5,Đạt
HD00027,2024-07-24,2024-07,21,MOS Word,Tin Học,850000,0.1,765000.0,Tiền mặt,2024-08-21,893,Đạt
HD01206,2024-07-24,2024-07,19,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Momo,2024-08-21,5.0,Đạt
HD00017,2024-07-25,2024-07,18,MOS Word,Tin Học,850000,0.2,680000.0,Tiền mặt,2024-08-16,921,Đạt
HD00061,2024-07-25,2024-07,19,VSTEP,Ngoại Ngữ,1800000,0.1,1620000.0,VNPay,2024-08-19,7.4,Đạt
HD00287,2024-07-25,2024-07,25,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-08-10,510,Không đạt
HD00649,2024-07-25,2024-07,28,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,Chuyển khoản,2024-08-09,6.0,Đạt
HD00671,2024-07-25,2024-07,23,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-08-08,990,Đạt
HD00764,2024-07-25,2024-07,26,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-08-15,640,Đạt
HD00121,2024-07-27,2024-07,21,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,VNPay,2024-08-18,5.0,Đạt
HD00899,2024-07-27,2024-07,20,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-08-12,545,Không đạt
HD01472,2024-07-27,2024-07,24,MOS Word,Tin Học,850000,0,850000,Momo,2024-08-14,934,Đạt
HD00529,2024-07-28,2024-07,15,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Tiền mặt,2024-08-15,6.5,Đạt
HD00566,2024-07-28,2024-07,17,TOEIC,Ngoại Ngữ,1200000,0.15,1020000.0,Chuyển khoản,2024-08-27,895,Đạt
HD00530,2024-07-29,2024-07,21,IELTS,Ngoại Ngữ,4500000,0.15,3825000.0,Chuyển khoản,2024-08-26,5.5,Đạt
HD01365,2024-07-30,2024-07,23,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-08-21,550,Đạt
HD01448,2024-07-30,2024-07,16,MOS Word,Tin Học,850000,0.15,722500.0,Tiền mặt,2024-08-24,700,Đạt
HD00284,2024-07-31,2024-07,20,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-08-24,535,Không đạt
HD00741,2024-07-31,2024-07,21,VSTEP,Ngoại Ngữ,1800000,0,1800000,Chuyển khoản,2024-08-20,6.9,Đạt
HD01116,2024-07-31,2024-07,21,MOS Word,Tin Học,850000,0,850000,Momo,2024-08-27,968,Đạt
HD01162,2024-07-31,2024-07,24,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2024-08-29,5.0,Đạt
HD00003,2024-08-01,2024-08,17,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-08-31,470,Không đạt
HD00447,2024-08-01,2024-08,18,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2024-08-29,6.0,Đạt
HD00464,2024-08-01,2024-08,24,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-08-22,710,Đạt
HD00648,2024-08-01,2024-08,21,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,Tiền mặt,2024-08-17,4.5,Không đạt
HD00898,2024-08-01,2024-08,25,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,Chuyển khoản,2024-08-23,485,Không đạt
HD01066,2024-08-01,2024-08,21,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-08-15,670,Đạt
HD01104,2024-08-01,2024-08,22,VSTEP,Ngoại Ngữ,1800000,0,1800000,Chuyển khoản,2024-08-30,5.3,Đạt
HD01119,2024-08-01,2024-08,21,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-08-26,355,Không đạt
HD01307,2024-08-01,2024-08,21,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2024-08-31,6.0,Đạt
HD00131,2024-08-02,2024-08,17,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,Tiền mặt,2024-08-17,550,Đạt
HD00738,2024-08-02,2024-08,17,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2024-08-25,7.0,Đạt
HD01032,2024-08-02,2024-08,24,MOS Word,Tin Học,850000,0,850000,Tiền mặt,2024-08-29,777,Đạt
HD00794,2024-08-03,2024-08,26,MOS Excel,Tin Học,850000,0.1,765000.0,Momo,2024-08-25,771,Đạt
HD01024,2024-08-03,2024-08,20,IC3,Tin Học,750000,0,750000,VNPay,2024-08-17,673,Không đạt
HD01205,2024-08-03,2024-08,23,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-08-20,435,Không đạt
HD01291,2024-08-03,2024-08,18,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Tiền mặt,2024-08-28,625,Đạt
HD00562,2024-08-04,2024-08,16,IC3,Tin Học,750000,0,750000,Chuyển khoản,2024-08-21,913,Đạt
HD00608,2024-08-04,2024-08,34,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-08-24,540,Không đạt
HD00348,2024-08-05,2024-08,24,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-08-22,600,Đạt
HD00365,2024-08-05,2024-08,27,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,Momo,2024-08-24,830,Đạt
HD01030,2024-08-05,2024-08,28,MOS Excel,Tin Học,850000,0,850000,Tiền mặt,2024-09-01,757,Đạt
HD01067,2024-08-05,2024-08,15,IELTS,Ngoại Ngữ,4500000,0.15,3825000.0,Momo,2024-09-02,8.5,Đạt
HD01411,2024-08-05,2024-08,25,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2024-08-25,4.5,Không đạt
HD00324,2024-08-06,2024-08,23,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-08-22,495,Không đạt
HD00709,2024-08-07,2024-08,32,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-08-29,525,Không đạt
HD00989,2024-08-07,2024-08,29,MOS Word,Tin Học,850000,0.1,765000.0,Tiền mặt,2024-08-24,643,Không đạt
HD00536,2024-08-08,2024-08,21,MOS Word,Tin Học,850000,0,850000,Momo,2024-09-02,838,Đạt
HD01063,2024-08-09,2024-08,21,MOS Excel,Tin Học,850000,0,850000,Tiền mặt,2024-08-25,764,Đạt
HD00118,2024-08-10,2024-08,23,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2024-08-29,7.0,Đạt
HD00279,2024-08-10,2024-08,21,MOS Excel,Tin Học,850000,0,850000,Tiền mặt,2024-08-27,699,Không đạt
HD00393,2024-08-10,2024-08,21,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2024-09-06,6.0,Đạt
HD00769,2024-08-10,2024-08,25,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,Momo,2024-08-31,230,Không đạt
HD01143,2024-08-11,2024-08,21,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-09-07,555,Đạt
HD01196,2024-08-11,2024-08,18,MOS Word,Tin Học,850000,0,850000,VNPay,2024-08-26,1000,Đạt
HD00545,2024-08-12,2024-08,29,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-09-02,495,Không đạt
HD01409,2024-08-12,2024-08,22,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-09-05,745,Đạt
HD00337,2024-08-13,2024-08,26,VSTEP,Ngoại Ngữ,1800000,0,1800000,Tiền mặt,2024-09-06,5.6,Đạt
HD00565,2024-08-13,2024-08,17,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,VNPay,2024-08-28,5.5,Đạt
HD00092,2024-08-14,2024-08,25,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2024-09-09,7.0,Đạt
HD01263,2024-08-15,2024-08,23,MOS Word,Tin Học,850000,0,850000,Momo,2024-09-10,831,Đạt
HD00504,2024-08-16,2024-08,27,MOS Word,Tin Học,850000,0,850000,Tiền mặt,2024-09-10,878,Đạt
